hgnc_symbol,hgnc_id,go_name,go_id,go_domain,ncon_gene,ncon_go,mean_padj,cilow_padj,ciupp_padj,mean_pval,cilow_pval,ciupp_pval,mean_sim,sem_sim
DDX1,2734,DNA duplex unwinding,GO:0032508,biological process,30.0,5.0,8.127e-02,5.083e-02,1.299e-01,5.132e-02,1.896e-02,1.389e-01,7.689e-01,2.817e-02
DDX1,2734,multicellular organism development,GO:0007275,biological process,30.0,16.0,9.373e-02,4.878e-02,1.801e-01,8.451e-02,3.232e-02,2.210e-01,7.074e-01,2.963e-02
DDX1,2734,cleavage body,GO:0071920,cellular component,30.0,2.0,6.106e-02,3.494e-02,1.067e-01,1.128e-02,1.769e-03,7.185e-02,9.025e-01,2.485e-02
DDX1,2734,tRNA-splicing ligase complex,GO:0072669,cellular component,30.0,2.0,6.346e-02,3.211e-02,1.255e-01,1.702e-02,1.409e-03,2.056e-01,8.650e-01,5.575e-02
DDX1,2734,cytoplasmic stress granule,GO:0010494,cellular component,30.0,2.0,6.773e-02,3.652e-02,1.256e-01,1.844e-02,7.349e-03,4.629e-02,8.749e-01,2.076e-02
DDX1,2734,ribonucleoprotein complex,GO:1990904,cellular component,30.0,27.0,6.919e-02,3.397e-02,1.409e-01,2.516e-02,2.729e-03,2.321e-01,8.358e-01,5.458e-02
DDX1,2734,cytosol,GO:0005829,cellular component,30.0,76.0,8.846e-02,6.276e-02,1.247e-01,6.726e-02,5.164e-02,8.761e-02,7.395e-01,7.668e-03
DDX1,2734,nucleus,GO:0005634,cellular component,30.0,81.0,8.871e-02,6.353e-02,1.239e-01,7.325e-02,5.899e-02,9.096e-02,7.292e-01,6.592e-03
DDX1,2734,membrane,GO:0016020,cellular component,30.0,58.0,8.871e-02,6.353e-02,1.239e-01,7.508e-02,4.303e-02,1.310e-01,7.251e-01,1.720e-02
DDX1,2734,cytoplasm,GO:0005737,cellular component,30.0,78.0,8.871e-02,6.353e-02,1.239e-01,7.788e-02,5.652e-02,1.073e-01,7.211e-01,9.926e-03
DDX1,2734,nucleoplasm,GO:0005654,cellular component,30.0,51.0,8.928e-02,6.357e-02,1.254e-01,7.826e-02,5.431e-02,1.128e-01,7.205e-01,1.122e-02
DDX1,2734,poly(A) binding,GO:0008143,molecular function,30.0,2.0,6.106e-02,3.494e-02,1.067e-01,1.058e-02,2.434e-03,4.601e-02,9.097e-01,2.543e-02
DDX1,2734,helicase activity,GO:0004386,molecular function,30.0,5.0,6.773e-02,3.652e-02,1.256e-01,2.642e-02,1.756e-02,3.975e-02,8.416e-01,1.004e-02
DDX1,2734,RNA helicase activity,GO:0003724,molecular function,30.0,5.0,6.810e-02,3.641e-02,1.274e-01,2.375e-02,9.560e-03,5.902e-02,8.520e-01,2.227e-02
DDX1,2734,DNA/RNA helicase activity,GO:0033677,molecular function,30.0,6.0,7.001e-02,3.564e-02,1.375e-01,3.028e-02,1.202e-02,7.633e-02,8.271e-01,2.303e-02
DDX1,2734,nuclease activity,GO:0004518,molecular function,30.0,7.0,7.023e-02,3.553e-02,1.388e-01,3.233e-02,1.158e-02,9.031e-02,8.197e-01,2.630e-02
DDX1,2734,RNA binding,GO:0003723,molecular function,30.0,60.0,7.129e-02,4.450e-02,1.142e-01,3.562e-02,2.890e-02,4.391e-02,8.111e-01,5.202e-03
DDX1,2734,chromatin binding,GO:0003682,molecular function,30.0,9.0,7.740e-02,5.525e-02,1.084e-01,4.262e-02,2.429e-02,7.479e-02,7.915e-01,1.457e-02
DDX1,2734,transcription coregulator activity,GO:0003712,molecular function,30.0,5.0,7.933e-02,3.950e-02,1.593e-01,4.637e-02,1.066e-02,2.016e-01,7.771e-01,4.173e-02
DDX1,2734,protein binding,GO:0005515,molecular function,30.0,347.0,8.871e-02,6.353e-02,1.239e-01,6.946e-02,4.820e-02,1.001e-01,7.355e-01,1.097e-02
DEGS1,13709,ceramide biosynthetic process,GO:0046513,biological process,13.0,9.0,4.003e-02,2.769e-02,5.787e-02,1.778e-02,1.320e-02,2.393e-02,8.809e-01,6.886e-03
DEGS1,13709,myelin maintenance,GO:0043217,biological process,13.0,4.0,1.172e-01,4.931e-02,2.787e-01,9.872e-02,3.232e-02,3.015e-01,6.845e-01,3.665e-02
DEGS1,13709,mitochondrion,GO:0005739,cellular component,13.0,35.0,4.003e-02,2.769e-02,5.787e-02,1.879e-02,1.049e-02,3.366e-02,8.744e-01,1.244e-02
DEGS1,13709,sphingolipid delta-4 desaturase activity,GO:0042284,molecular function,13.0,2.0,1.332e-01,9.595e-02,1.848e-01,1.210e-01,9.601e-02,1.525e-01,6.599e-01,8.415e-03
DERA,24269,carbohydrate catabolic process,GO:0016052,biological process,11.0,10.0,5.523e-02,1.192e-02,2.559e-01,1.565e-02,1.956e-03,1.252e-01,8.768e-01,4.480e-02
DERA,24269,deoxyribonucleotide catabolic process,GO:0009264,biological process,11.0,6.0,6.149e-02,1.013e-02,3.732e-01,3.867e-02,3.437e-03,4.351e-01,7.887e-01,7.036e-02
DERA,24269,deoxyribonucleoside catabolic process,GO:0046121,biological process,11.0,5.0,6.149e-02,1.013e-02,3.732e-01,4.946e-02,1.072e-02,2.282e-01,7.697e-01,4.329e-02
DERA,24269,nucleoplasm,GO:0005654,cellular component,11.0,51.0,6.001e-02,1.524e-02,2.363e-01,3.521e-02,2.164e-02,5.730e-02,8.121e-01,1.211e-02
DERA,24269,deoxyribose-phosphate aldolase activity,GO:0004139,molecular function,11.0,2.0,6.149e-02,1.013e-02,3.732e-01,4.772e-02,5.088e-03,4.476e-01,7.658e-01,6.726e-02
DGAT2,16940,diacylglycerol metabolic process,GO:0046339,biological process,16.0,5.0,2.252e-02,6.497e-03,7.805e-02,6.566e-03,1.253e-03,3.441e-02,9.353e-01,1.804e-02
DGAT2,16940,long-chain fatty-acyl-CoA metabolic process,GO:0035336,biological process,16.0,4.0,2.540e-02,9.633e-03,6.696e-02,9.565e-03,3.611e-03,2.534e-02,9.216e-01,1.387e-02
DGAT2,16940,triglyceride biosynthetic process,GO:0019432,biological process,16.0,4.0,3.283e-02,1.370e-02,7.869e-02,1.693e-02,5.498e-03,5.215e-02,8.790e-01,2.113e-02
DGAT2,16940,perinuclear endoplasmic reticulum membrane,GO:1990578,cellular component,16.0,2.0,5.755e-03,1.229e-03,2.696e-02,7.655e-04,9.326e-05,6.284e-03,9.824e-01,4.723e-03
DGAT2,16940,integral component of membrane,GO:0016021,cellular component,16.0,12.0,4.569e-02,2.897e-02,7.206e-02,3.484e-02,1.461e-02,8.311e-02,8.123e-01,2.229e-02
DGAT2,16940,lipid droplet,GO:0005811,cellular component,16.0,10.0,5.679e-02,5.036e-02,6.405e-02,4.748e-02,3.761e-02,5.994e-02,7.801e-01,6.213e-03
DGAT2,16940,endoplasmic reticulum membrane,GO:0005789,cellular component,16.0,12.0,5.711e-02,5.147e-02,6.337e-02,5.395e-02,4.883e-02,5.961e-02,7.658e-01,2.755e-03
DGAT2,16940,endoplasmic reticulum,GO:0005783,cellular component,16.0,34.0,6.034e-02,4.545e-02,8.012e-02,5.603e-02,3.610e-02,8.698e-02,7.610e-01,1.242e-02
DGAT2,16940,diacylglycerol O-acyltransferase activity,GO:0004144,molecular function,16.0,2.0,3.347e-02,1.520e-02,7.368e-02,1.603e-02,9.323e-03,2.755e-02,8.886e-01,1.049e-02
DHCR7,2860,cholesterol biosynthetic process,GO:0006695,biological process,20.0,11.0,5.506e-02,1.630e-02,1.859e-01,1.616e-02,3.697e-03,7.061e-02,8.812e-01,3.079e-02
DHCR7,2860,sterol biosynthetic process,GO:0016126,biological process,20.0,9.0,6.116e-02,2.221e-02,1.684e-01,2.357e-02,1.437e-02,3.867e-02,8.531e-01,1.202e-02
DHCR7,2860,brassinosteroid biosynthetic process,GO:0016132,biological process,20.0,4.0,6.235e-02,2.121e-02,1.832e-01,2.548e-02,6.868e-03,9.452e-02,8.431e-01,3.248e-02
DHCR7,2860,nuclear outer membrane,GO:0005640,cellular component,20.0,3.0,3.441e-02,2.752e-03,4.302e-01,4.138e-03,1.143e-04,1.497e-01,9.285e-01,3.797e-02
DHCR7,2860,integral component of endoplasmic reticulum membrane,GO:0030176,cellular component,20.0,10.0,7.139e-02,2.487e-02,2.049e-01,4.499e-02,1.022e-02,1.981e-01,7.816e-01,4.019e-02
DHCR7,2860,endoplasmic reticulum,GO:0005783,cellular component,20.0,34.0,8.742e-02,4.428e-02,1.726e-01,5.051e-02,3.280e-02,7.777e-02,7.730e-01,1.159e-02
DHCR7,2860,membrane,GO:0016020,cellular component,20.0,58.0,9.711e-02,5.525e-02,1.707e-01,7.273e-02,4.317e-02,1.225e-01,7.293e-01,1.612e-02
DHCR7,2860,cytosol,GO:0005829,cellular component,20.0,76.0,1.118e-01,7.872e-02,1.587e-01,8.800e-02,6.870e-02,1.127e-01,7.053e-01,7.946e-03
DHCR7,2860,sterol delta7 reductase activity,GO:0009918,molecular function,20.0,2.0,3.713e-02,1.961e-02,7.032e-02,5.744e-03,1.689e-03,1.953e-02,9.445e-01,1.283e-02
DHCR7,2860,7-dehydrocholesterol reductase activity,GO:0047598,molecular function,20.0,2.0,9.677e-02,4.226e-02,2.216e-01,7.433e-02,1.787e-02,3.092e-01,7.207e-01,4.134e-02
DHCR7,2860,"oxidoreductase activity, acting on the CH-CH group of donors",GO:0016627,molecular function,20.0,48.0,1.127e-01,3.195e-02,3.977e-01,8.994e-02,1.731e-02,4.671e-01,6.916e-01,5.571e-02
DHCR7,2860,protein binding,GO:0005515,molecular function,20.0,347.0,1.218e-01,1.001e-01,1.483e-01,1.169e-01,9.989e-02,1.368e-01,6.652e-01,5.628e-03
DHX32,16717,,,,nan,nan,,,,,,,,
DLAT,2896,mitochondrion,GO:0005739,cellular component,24.0,35.0,2.594e-02,1.643e-02,4.094e-02,8.051e-03,2.462e-03,2.633e-02,9.299e-01,1.274e-02
DLAT,2896,pyruvate dehydrogenase complex,GO:0045254,cellular component,24.0,7.0,2.627e-02,1.646e-02,4.193e-02,1.490e-02,3.835e-03,5.790e-02,8.870e-01,2.250e-02
DLAT,2896,pyruvate dehydrogenase (NAD+) activity,GO:0034604,molecular function,24.0,3.0,2.627e-02,1.646e-02,4.193e-02,9.713e-03,5.297e-03,1.781e-02,9.230e-01,7.813e-03
DLAT,2896,identical protein binding,GO:0042802,molecular function,24.0,35.0,2.647e-02,1.693e-02,4.136e-02,1.619e-02,1.188e-02,2.208e-02,8.891e-01,6.625e-03
DLAT,2896,protein binding,GO:0005515,molecular function,24.0,347.0,3.096e-02,2.104e-02,4.553e-02,2.602e-02,1.808e-02,3.744e-02,8.432e-01,9.015e-03
DLAT,2896,dihydrolipoyllysine-residue acetyltransferase activity,GO:0004742,molecular function,24.0,4.0,4.360e-02,1.603e-02,1.186e-01,4.360e-02,1.603e-02,1.186e-01,7.876e-01,2.640e-02
DNAJC25,34187,,,,nan,nan,,,,,,,,
DOC2B,2986,,,,nan,nan,,,,,,,,
DOCK5,23476,positive regulation of substrate adhesion-dependent cell spreading,GO:1900026,biological process,8.0,5.0,2.359e-01,1.068e-01,5.210e-01,6.069e-02,1.039e-02,3.543e-01,7.430e-01,5.204e-02
DOCK5,23476,positive regulation of epithelial cell migration,GO:0010634,biological process,8.0,8.0,2.463e-01,1.223e-01,4.960e-01,7.520e-02,5.620e-02,1.006e-01,7.257e-01,8.788e-03
DOCK5,23476,positive regulation of vascular associated smooth muscle cell migration,GO:1904754,biological process,8.0,4.0,2.613e-01,1.063e-01,6.423e-01,1.694e-01,2.780e-02,1.032e+00,5.881e-01,7.287e-02
DOCK5,23476,negative regulation of vascular smooth muscle contraction,GO:1904694,biological process,8.0,6.0,3.377e-01,1.403e-01,8.133e-01,3.236e-01,1.170e-01,8.955e-01,4.687e-01,5.497e-02
DOCK5,23476,plasma membrane,GO:0005886,cellular component,8.0,61.0,2.817e-01,1.577e-01,5.033e-01,1.886e-01,9.585e-02,3.713e-01,5.858e-01,2.792e-02
DOCK5,23476,cytosol,GO:0005829,cellular component,8.0,76.0,2.817e-01,1.577e-01,5.033e-01,2.238e-01,1.485e-01,3.372e-01,5.562e-01,1.845e-02
DOCK5,23476,protein binding,GO:0005515,molecular function,8.0,347.0,2.817e-01,1.577e-01,5.033e-01,2.089e-01,1.297e-01,3.365e-01,5.687e-01,2.050e-02
DPEP1,3002,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0043154,biological process,22.0,8.0,1.725e-01,8.344e-02,3.567e-01,3.106e-02,5.936e-03,1.625e-01,8.211e-01,4.345e-02
DPEP1,3002,homocysteine metabolic process,GO:0050667,biological process,22.0,6.0,1.725e-01,8.344e-02,3.567e-01,7.613e-02,5.274e-02,1.099e-01,7.240e-01,1.133e-02
DPEP1,3002,negative regulation of apoptotic process,GO:0043066,biological process,22.0,29.0,1.751e-01,8.361e-02,3.669e-01,1.042e-01,4.811e-02,2.257e-01,6.795e-01,2.628e-02
DPEP1,3002,negative regulation of cell migration,GO:0030336,biological process,22.0,31.0,2.017e-01,1.502e-01,2.708e-01,1.311e-01,6.192e-02,2.777e-01,6.457e-01,2.687e-02
DPEP1,3002,antibiotic metabolic process,GO:0016999,biological process,22.0,59.0,2.273e-01,4.825e-02,1.071e+00,1.386e-01,1.176e-02,1.633e+00,5.998e-01,1.101e-01
DPEP1,3002,cellular response to drug,GO:0035690,biological process,22.0,91.0,3.016e-01,9.552e-02,9.522e-01,2.253e-01,4.110e-02,1.235e+00,5.302e-01,8.581e-02
DPEP1,3002,apical part of cell,GO:0045177,cellular component,22.0,2.0,1.725e-01,8.344e-02,3.567e-01,6.552e-02,1.052e-02,4.082e-01,7.309e-01,5.934e-02
DPEP1,3002,extracellular exosome,GO:0070062,cellular component,22.0,77.0,1.725e-01,8.344e-02,3.567e-01,7.483e-02,2.329e-02,2.404e-01,7.220e-01,3.496e-02
DPEP1,3002,nucleoplasm,GO:0005654,cellular component,22.0,51.0,1.725e-01,8.344e-02,3.567e-01,1.086e-01,3.232e-02,3.648e-01,6.700e-01,4.043e-02
DPEP1,3002,plasma membrane,GO:0005886,cellular component,22.0,61.0,1.761e-01,8.553e-02,3.624e-01,1.346e-01,5.501e-02,3.294e-01,6.406e-01,3.213e-02
DPEP1,3002,cell junction,GO:0030054,cellular component,22.0,10.0,1.860e-01,7.334e-02,4.719e-01,1.236e-01,2.797e-02,5.463e-01,6.461e-01,5.674e-02
DPEP1,3002,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,GO:0043027,molecular function,22.0,3.0,1.725e-01,8.344e-02,3.567e-01,5.833e-02,1.348e-02,2.524e-01,7.516e-01,3.972e-02
DPEP1,3002,zinc ion binding,GO:0008270,molecular function,22.0,8.0,1.761e-01,8.361e-02,3.707e-01,1.065e-01,3.932e-02,2.886e-01,6.748e-01,3.584e-02
DPEP1,3002,metallodipeptidase activity,GO:0070573,molecular function,22.0,3.0,1.790e-01,9.745e-02,3.288e-01,1.040e-01,5.316e-02,2.033e-01,6.805e-01,2.339e-02
DPEP1,3002,protein binding,GO:0005515,molecular function,22.0,347.0,2.066e-01,1.533e-01,2.784e-01,1.805e-01,1.245e-01,2.616e-01,5.956e-01,1.522e-02
DPEP1,3002,modified amino acid binding,GO:0072341,molecular function,22.0,9.0,3.091e-01,6.146e-02,1.555e+00,1.059e-01,1.737e-03,6.458e+00,5.781e-01,1.790e-01
DPT,3011,collagen fibril organization,GO:0030199,biological process,5.0,3.0,2.437e-02,1.381e-02,4.301e-02,1.117e-02,5.374e-03,2.320e-02,9.140e-01,1.180e-02
DPT,3011,collagen-containing extracellular matrix,GO:0062023,cellular component,5.0,36.0,2.437e-02,1.381e-02,4.301e-02,1.309e-02,1.003e-02,1.708e-02,9.057e-01,4.500e-03
DPT,3011,extracellular space,GO:0005615,cellular component,5.0,43.0,2.462e-02,1.349e-02,4.494e-02,1.838e-02,9.981e-03,3.385e-02,8.767e-01,1.424e-02
DPT,3011,protein binding,GO:0005515,molecular function,5.0,347.0,7.754e-02,4.727e-02,1.272e-01,7.754e-02,4.727e-02,1.272e-01,7.213e-01,1.482e-02
DSE,21144,dermatan sulfate metabolic process,GO:0030205,biological process,9.0,7.0,2.282e-01,8.941e-02,5.823e-01,4.687e-02,2.127e-02,1.032e-01,7.801e-01,2.156e-02
DSE,21144,dermatan sulfate biosynthetic process,GO:0030208,biological process,9.0,5.0,2.341e-01,8.620e-02,6.359e-01,7.158e-02,2.286e-02,2.241e-01,7.274e-01,3.594e-02
DSE,21144,chondroitin sulfate metabolic process,GO:0030204,biological process,9.0,8.0,2.341e-01,8.620e-02,6.359e-01,1.119e-01,2.654e-02,4.718e-01,6.630e-01,4.899e-02
DSE,21144,endoplasmic reticulum,GO:0005783,cellular component,9.0,34.0,2.524e-01,1.181e-01,5.395e-01,2.098e-01,6.143e-02,7.168e-01,5.593e-01,5.295e-02
DSE,21144,cytosol,GO:0005829,cellular component,9.0,76.0,2.620e-01,1.374e-01,4.996e-01,2.174e-01,1.222e-01,3.868e-01,5.604e-01,2.654e-02
DSE,21144,nucleoplasm,GO:0005654,cellular component,9.0,51.0,2.620e-01,1.374e-01,4.996e-01,2.351e-01,1.144e-01,4.835e-01,5.437e-01,3.467e-02
DSE,21144,Golgi apparatus,GO:0005794,cellular component,9.0,16.0,2.620e-01,1.374e-01,4.996e-01,2.532e-01,1.458e-01,4.396e-01,5.309e-01,2.640e-02
DSE,21144,chondroitin-glucuronate 5-epimerase activity,GO:0047757,molecular function,9.0,2.0,2.382e-01,9.279e-02,6.116e-01,1.852e-01,3.444e-02,9.959e-01,5.749e-01,6.783e-02
DTX4,29151,,,,nan,nan,,,,,,,,
DUOXA1,26507,,,,nan,nan,,,,,,,,
ECHDC1,21489,,,,nan,nan,,,,,,,,
EDA,3157,positive regulation of NF-kappaB transcription factor activity,GO:0051092,biological process,8.0,3.0,1.397e-01,2.337e-02,8.356e-01,8.881e-02,1.799e-02,4.383e-01,6.948e-01,4.947e-02
EDA,3157,odontogenesis of dentin-containing tooth,GO:0042475,biological process,8.0,4.0,3.383e-01,1.265e-02,9.046e+00,3.215e-01,1.012e-02,1.022e+01,3.164e-01,1.967e-01
EDA,3157,intracellular membrane-bounded organelle,GO:0043231,cellular component,8.0,48.0,1.289e-01,2.476e-02,6.713e-01,5.792e-02,3.331e-02,1.007e-01,7.568e-01,1.580e-02
EDA,3157,lipid droplet,GO:0005811,cellular component,8.0,10.0,1.397e-01,2.337e-02,8.356e-01,7.443e-02,6.950e-03,7.971e-01,7.109e-01,6.821e-02
EDA,3157,protein binding,GO:0005515,molecular function,8.0,347.0,1.289e-01,2.476e-02,6.713e-01,4.665e-02,1.467e-02,1.484e-01,7.797e-01,2.997e-02
EDA,3157,signaling receptor binding,GO:0005102,molecular function,8.0,61.0,1.920e-01,1.879e-02,1.962e+00,1.700e-01,2.045e-02,1.413e+00,5.826e-01,7.952e-02
EDN1,3176,positive regulation of smooth muscle cell proliferation,GO:0048661,biological process,63.0,4.0,1.403e-01,6.808e-02,2.892e-01,7.620e-03,6.214e-03,9.345e-03,9.366e-01,2.103e-03
EDN1,3176,positive regulation of JUN kinase activity,GO:0043507,biological process,63.0,7.0,1.403e-01,6.808e-02,2.892e-01,1.371e-02,5.939e-03,3.164e-02,8.988e-01,1.637e-02
EDN1,3176,phosphatidylinositol 3-kinase signaling,GO:0014065,biological process,63.0,2.0,1.403e-01,6.808e-02,2.892e-01,1.705e-02,1.212e-02,2.397e-02,8.846e-01,7.541e-03
EDN1,3176,positive regulation of DNA-binding transcription factor activity,GO:0051091,biological process,63.0,8.0,1.453e-01,7.452e-02,2.833e-01,3.045e-02,5.628e-03,1.647e-01,8.217e-01,3.912e-02
EDN1,3176,G protein-coupled receptor signaling pathway,GO:0007186,biological process,63.0,43.0,1.457e-01,7.505e-02,2.830e-01,3.483e-02,1.588e-02,7.641e-02,8.130e-01,1.950e-02
EDN1,3176,positive regulation of mitotic nuclear division,GO:0045840,biological process,63.0,8.0,1.484e-01,7.811e-02,2.820e-01,3.849e-02,1.241e-02,1.194e-01,8.013e-01,2.851e-02
EDN1,3176,positive regulation of cell growth involved in cardiac muscle cell development,GO:0061051,biological process,63.0,7.0,1.487e-01,7.722e-02,2.865e-01,2.677e-02,6.257e-03,1.146e-01,8.359e-01,3.247e-02
EDN1,3176,positive regulation of MAP kinase activity,GO:0043406,biological process,63.0,10.0,1.487e-01,7.722e-02,2.865e-01,2.752e-02,9.072e-03,8.349e-02,8.358e-01,2.609e-02
EDN1,3176,endothelin receptor signaling pathway,GO:0086100,biological process,63.0,3.0,1.533e-01,8.627e-02,2.722e-01,3.114e-02,1.018e-02,9.529e-02,8.236e-01,2.814e-02
EDN1,3176,positive regulation of heart rate,GO:0010460,biological process,63.0,7.0,1.542e-01,8.343e-02,2.852e-01,4.896e-02,7.778e-03,3.081e-01,7.693e-01,5.056e-02
EDN1,3176,positive regulation of sarcomere organization,GO:0060298,biological process,63.0,7.0,1.565e-01,8.112e-02,3.020e-01,5.616e-02,2.087e-02,1.511e-01,7.587e-01,2.692e-02
EDN1,3176,inositol phosphate-mediated signaling,GO:0048016,biological process,63.0,3.0,1.565e-01,8.112e-02,3.020e-01,5.665e-02,1.942e-02,1.652e-01,7.571e-01,2.981e-02
EDN1,3176,regulation of systemic arterial blood pressure by endothelin,GO:0003100,biological process,63.0,2.0,1.646e-01,9.458e-02,2.863e-01,8.156e-02,2.312e-02,2.877e-01,7.099e-01,3.873e-02
EDN1,3176,positive regulation of prostaglandin-endoperoxide synthase activity,GO:0060585,biological process,63.0,3.0,1.649e-01,8.695e-02,3.127e-01,7.796e-02,1.161e-02,5.233e-01,7.096e-01,5.553e-02
EDN1,3176,cell surface receptor signaling pathway,GO:0007166,biological process,63.0,32.0,1.658e-01,8.391e-02,3.276e-01,5.454e-02,1.172e-02,2.538e-01,7.577e-01,4.487e-02
EDN1,3176,positive regulation of cell population proliferation,GO:0008284,biological process,63.0,40.0,1.667e-01,8.334e-02,3.335e-01,6.761e-02,1.157e-02,3.953e-01,7.303e-01,4.991e-02
EDN1,3176,positive regulation of hormone secretion,GO:0046887,biological process,63.0,19.0,1.720e-01,1.143e-01,2.590e-01,8.347e-02,4.731e-02,1.473e-01,7.111e-01,1.841e-02
EDN1,3176,negative regulation of nitric-oxide synthase biosynthetic process,GO:0051771,biological process,63.0,3.0,1.728e-01,1.131e-01,2.641e-01,8.674e-02,6.750e-02,1.115e-01,7.073e-01,7.782e-03
EDN1,3176,positive regulation of transcription by RNA polymerase II,GO:0045944,biological process,63.0,62.0,1.737e-01,1.048e-01,2.881e-01,8.998e-02,4.513e-02,1.794e-01,7.006e-01,2.220e-02
EDN1,3176,protein kinase C deactivation,GO:0042313,biological process,63.0,2.0,1.741e-01,9.678e-02,3.132e-01,7.745e-02,2.237e-02,2.681e-01,7.168e-01,3.767e-02
EDN1,3176,positive regulation of cardiac muscle hypertrophy,GO:0010613,biological process,63.0,5.0,1.779e-01,1.102e-01,2.870e-01,1.055e-01,5.526e-02,2.013e-01,6.785e-01,2.197e-02
EDN1,3176,negative regulation of transcription by RNA polymerase II,GO:0000122,biological process,63.0,43.0,1.795e-01,1.109e-01,2.905e-01,1.157e-01,6.303e-02,2.124e-01,6.655e-01,2.189e-02
EDN1,3176,positive regulation of cell migration,GO:0030335,biological process,63.0,33.0,1.837e-01,7.877e-02,4.284e-01,8.732e-02,7.655e-03,9.960e-01,6.869e-01,7.370e-02
EDN1,3176,vasoconstriction,GO:0042310,biological process,63.0,9.0,1.838e-01,8.240e-02,4.098e-01,8.027e-02,6.632e-03,9.714e-01,6.967e-01,7.808e-02
EDN1,3176,positive regulation of cytosolic calcium ion concentration,GO:0007204,biological process,63.0,11.0,1.875e-01,1.101e-01,3.191e-01,1.065e-01,3.976e-02,2.853e-01,6.750e-01,3.431e-02
EDN1,3176,calcium-mediated signaling,GO:0019722,biological process,63.0,13.0,1.909e-01,8.027e-02,4.538e-01,1.142e-01,2.122e-02,6.141e-01,6.552e-01,6.357e-02
EDN1,3176,positive regulation of receptor biosynthetic process,GO:0010870,biological process,63.0,6.0,2.026e-01,1.645e-01,2.495e-01,1.513e-01,1.307e-01,1.753e-01,6.254e-01,5.646e-03
EDN1,3176,vein smooth muscle contraction,GO:0014826,biological process,63.0,3.0,2.041e-01,1.282e-01,3.249e-01,1.414e-01,3.888e-02,5.144e-01,6.289e-01,4.626e-02
EDN1,3176,artery smooth muscle contraction,GO:0014824,biological process,63.0,4.0,2.084e-01,1.404e-01,3.095e-01,1.566e-01,5.997e-02,4.088e-01,6.158e-01,3.613e-02
EDN1,3176,negative regulation of cellular protein metabolic process,GO:0032269,biological process,63.0,9.0,2.390e-01,1.594e-01,3.583e-01,2.128e-01,1.495e-01,3.028e-01,5.662e-01,1.589e-02
EDN1,3176,positive regulation of cell size,GO:0045793,biological process,63.0,3.0,2.408e-01,9.569e-02,6.061e-01,1.876e-01,4.207e-02,8.368e-01,5.765e-01,5.923e-02
EDN1,3176,cell-cell signaling,GO:0007267,biological process,63.0,35.0,2.440e-01,9.370e-02,6.352e-01,1.953e-01,4.528e-02,8.423e-01,5.696e-01,5.948e-02
EDN1,3176,prostaglandin biosynthetic process,GO:0001516,biological process,63.0,4.0,2.574e-01,9.025e-02,7.339e-01,2.061e-01,3.855e-02,1.102e+00,5.547e-01,6.929e-02
EDN1,3176,nitric oxide transport,GO:0030185,biological process,63.0,4.0,2.721e-01,9.501e-02,7.794e-01,2.396e-01,6.987e-02,8.217e-01,5.299e-01,6.297e-02
EDN1,3176,peptide hormone secretion,GO:0030072,biological process,63.0,20.0,4.241e-01,1.104e-01,1.629e+00,4.108e-01,9.608e-02,1.757e+00,3.875e-01,8.839e-02
EDN1,3176,extracellular space,GO:0005615,cellular component,63.0,43.0,1.677e-01,1.086e-01,2.592e-01,6.403e-02,4.229e-02,9.696e-02,7.452e-01,1.210e-02
EDN1,3176,cytoplasm,GO:0005737,cellular component,63.0,78.0,2.160e-01,1.379e-01,3.384e-01,1.824e-01,1.187e-01,2.802e-01,5.935e-01,1.747e-02
EDN1,3176,cytokine activity,GO:0005125,molecular function,63.0,3.0,1.626e-01,8.061e-02,3.279e-01,6.594e-02,9.126e-03,4.764e-01,7.312e-01,5.699e-02
EDN1,3176,hormone activity,GO:0005179,molecular function,63.0,17.0,1.634e-01,7.989e-02,3.342e-01,7.208e-02,1.219e-02,4.260e-01,7.209e-01,5.348e-02
EDN1,3176,protein binding,GO:0005515,molecular function,63.0,347.0,1.952e-01,1.224e-01,3.115e-01,1.378e-01,8.918e-02,2.129e-01,6.395e-01,1.642e-02
EDN1,3176,endothelin A receptor binding,GO:0031707,molecular function,63.0,2.0,2.012e-01,1.182e-01,3.425e-01,1.553e-01,8.342e-02,2.890e-01,6.197e-01,2.368e-02
EDN1,3176,endothelin B receptor binding,GO:0031708,molecular function,63.0,2.0,2.012e-01,1.182e-01,3.425e-01,1.583e-01,9.049e-02,2.768e-01,6.169e-01,2.139e-02
EEF1AKMT4,53611,,,,nan,nan,,,,,,,,
EEF1E1,3212,positive regulation of cellular senescence,GO:2000774,biological process,13.0,4.0,8.412e-02,1.630e-02,4.340e-01,8.412e-02,1.630e-02,4.340e-01,7.005e-01,5.677e-02
EEF1E1,3212,cytosol,GO:0005829,cellular component,13.0,76.0,2.202e-02,1.402e-02,3.459e-02,9.666e-03,3.144e-03,2.971e-02,9.204e-01,1.345e-02
EEF1E1,3212,nucleoplasm,GO:0005654,cellular component,13.0,51.0,2.279e-02,1.295e-02,4.011e-02,1.580e-02,7.878e-03,3.168e-02,8.889e-01,1.488e-02
